cpu_usage,memory_usage,entropy,packet_rate,bytes_per_sec,connection_count,is_threat
93.07374382545845,87.59516213687702,3.8620930983844737,20.570877323827542,133.39357100259042,1,1
2.1640167630682816,12.408742482143023,4.507240237290354,399.139385482139,24350.783373742834,1,0
98.99582493207632,66.56394897567053,4.354422622216599,5748.884423472686,1976030.9152980694,785,1
31.21225635406361,39.49959667231009,3.021109245117423,146.54337315484676,36728.94753768877,9,0
21.55915358038198,15.351978204123043,2.973401443866674,159.2472700838065,37600.29724471783,12,0
21.70097643318462,52.234719079950175,3.715514356163443,305.62008208681004,7749.383315259104,6,0
12.471762632947389,48.845257306407206,3.269854601236427,426.6947694826737,2653.3838022214904,18,0
14.112898956788245,20.574147024950328,4.6654206313313145,114.09167115528328,6570.364798766333,17,0
30.78242778252327,41.35454316189616,4.140118023935046,263.14318339163293,3884.6518087204763,13,0
34.90543420529523,32.05038112427961,4.31016667099189,346.6874127437218,46226.66940268112,17,0
32.588425514337594,15.184138414202067,2.4263306285139925,305.8630128054968,20020.910493951298,13,0
80.20539084390757,86.74932694223234,4.808032406218945,11091.491348599846,2097554.653004244,193,1
17.76591384946039,51.31023583816543,3.579942364798476,297.78429220720506,10766.953237625197,10,0
26.614649582533907,46.83100990039755,4.455552459492145,65.833501191924,35795.151336381154,18,0
16.57793144720423,29.204772914748848,3.261740220872839,163.98587861184248,22674.82614810067,2,0
29.291069098474164,35.88983071805936,2.760777434174555,175.80707810407398,48115.80969626504,12,0
37.40573345723532,31.960743157352212,7.955690391768023,98.548755885639,13024.752771704534,8,1
19.096542412101726,52.52583543295397,3.5415483373996928,332.6991590333503,30622.133785190894,11,0
11.667070440649482,12.254213720040942,2.251721108795561,26.45506230880833,37590.630301284036,18,0
17.894369900834842,30.723886630924422,2.4418577303619067,203.92609490374184,21652.4040589487,4,0
18.377089880870873,17.059622689647334,3.3860033634063083,135.01556832980333,27721.174087543714,9,0
36.087331137250125,40.02403672319211,2.9918568740516585,192.56205081964336,30959.476389302323,4,0
13.39010656720884,50.42638635510932,2.7960218040997136,254.53975005547366,17452.22544200288,18,0
30.231742124895817,56.14076612310758,3.08836973764401,398.49968699099344,17004.603834714566,3,0
10.304332458208929,37.6630422107991,4.879755030161265,172.96950256120752,27362.368144203443,5,0
23.018630153010335,35.894951076676705,2.1897847777300625,212.53700187383492,41336.82998163785,16,0
25.61968442670217,41.40989227044342,4.495274184522671,32.723243096007046,16390.935684131357,2,0
93.74215387878917,92.41050443253486,2.963917419473323,39.0394941491798,818.7961603768979,3,1
12.326177517735033,22.18013096466382,2.8699601503232195,19.036966111227137,47914.87535683096,5,0
36.576433193800874,39.338553944703975,3.5106233572027037,124.81019936185515,31151.927090609475,6,0
1.4081635809356463,43.18008092033488,4.516768081376609,169.50342523562236,49610.001335852656,8,0
34.74572079273736,72.9857201712064,7.131528952265037,62.98078127402306,6775.6307780246625,3,1
26.09137710352684,59.75013739761947,2.2927685420099593,313.2251050774204,4938.972034765839,18,0
26.710743093758428,57.957471073935736,4.654825700837405,436.1328849963645,48279.73804189598,19,0
