cpu_usage,memory_usage,entropy,packet_rate,bytes_per_sec,connection_count,is_threat
0.0,0.0005333333333,0.04618802154,66666.66667,266666.6667,2,1
0.0,0.045630000000000004,0.4272235948,156.0853787,9599.25079,4,0
59.063774050000006,100.0,8.0,0.152290848,144.2662917,13,1
0.0,0.13467,0.7339482270000001,73.62414872,5558.623228,4,0
0.0,0.0,0.0,30303.0303030303,0.0,2,0
0.0,0.02352,0.306724632202,27027.027027027,1756756.75675676,4,0
0.0,0.0,0.0,0.402730472,2.416382834,4,1
56.888716620000004,100.0,8.0,0.120326342,119.8650909,12,1
56.732235885,100.0,8.0,0.129367332,140.0812996,11,1
7.806552447,0.5403490909,1.4701688214000002,1.864120179,88.35929649,10,0
37.2962324,12.41255429,7.04629102,5.357469499,1018.301881,14,0
56.541788745,100.0,8.0,0.129940555,119.3154156,13,1
0.0,0.0005333333333,0.04618802154,21052.63158,84210.52632,2,1
0.0,0.17328,0.8325382874,42.95025287,3564.870988,4,0
0.0,0.0,0.0,0.110923555,0.0,7,1
55.126524165,100.0,8.0,0.151929162,120.378539,15,1
56.199625565,100.0,8.0,0.163789664,139.5721924,14,1
56.261300500000004,100.0,8.0,0.140561193,120.0392591,14,1
0.0,0.007679999999999999,0.17527121839999998,23121.38728,1109826.59,4,0
50.513160144,100.0,8.0,16.14931192,26824.00711,7,1
0.0,0.0,0.0,0.399131848,2.39479109,4,1
0.0,0.0,0.0,1912.045889,11472.27533,2,0
0.0,0.1600952381,0.8002380598000001,42.40822154,4721.448665,6,0
56.7,100.0,8.0,0.180757375,144.5697484,15,1
97.24790494999999,100.0,8.0,9.783208981,8428.583937,140,0
1.308147545,0.04563333333,0.4272391992,500000.0,9250000.0,2,0
0.0,0.0675,0.51961524227,41.819132253,2906.4296915839,2,0
0.0,0.0005333333333,0.04618802154,24691.35802,98765.4321,2,1
50.513160144,100.0,8.0,34.45157401,50071.05637,8,1
0.0,0.0,0.0,10204.08163,61224.4898,2,0
0.0,0.0,0.0,1.968524281,11.81114569,4,1
0.0,0.007679999999999999,0.17527121839999998,126.714607,6209.015744,4,0
0.0,0.11163,0.6682215202,129.4540276,8608.692838,4,0
0.0,1.41267,2.377115899572,165.6040407386,23432.9717645111,4,0
57.760605645,100.0,8.0,0.152048998,139.8499896,13,1
15.43548732775,3.85198348380424,3.9252941208539998,17.3275660653,2034.6083134976,2077,0
43.38709862,24.92922865,8.0,173.7066095,41293.92123,18,0
0.0,0.0012,0.0692820323,29411.76471,88235.29412,2,1
53.49204488,36.22817564,8.0,0.356672968,65.60234944,42,0
47.9649761595,45.635431430000004,8.0,2.719593056,1086.283169,14,0
1.308147545,0.04563333333,0.4272391992,117647.0588,2176470.588,2,0
0.0,0.0,0.0,0.822659193,4.935955159,5,1
0.0,0.18252000000000002,0.8544471897079999,18867.9245283019,1603773.58490566,4,0
57.57287324,100.0,8.0,0.157486072,128.5086347,16,1
59.45755319999999,100.0,8.0,1.178952035,1024.593529,14,1
50.513160144,100.0,8.0,12.785537,18591.76899,8,1
50.513160144,100.0,8.0,6.643841381,8587.534087,9,1
33.403831659000005,17.39322016,8.0,5.90471983,1288.570905,22,0
56.842070490000005,100.0,8.0,0.131012269,120.5715989,13,1
0.0,0.027,0.3286335346,25806.45161,1290322.581,4,0
57.276468924999996,100.0,8.0,0.167708972,143.4271086,14,1
0.0,0.0005333333333,0.04618802154,23255.81395,93023.25581,2,1
0.0,0.0,0.0,0.999676771,0.0,3,1
0.0,0.0,0.0,20000.0,0.0,3,1
1.4849242407,0.0744,0.5455272678,0.136421996,9.890594675,4,0
56.776921619999996,100.0,8.0,0.130763772,119.970731,13,1
0.0,0.0005333333333,0.04618802154,27777.77778,111111.1111,2,1
0.0,0.0,0.0,0.615930121,3.695580726,5,1
0.0,0.02028,0.284815729902,83.0564784053,4235.8803986711,4,0
47.043120415,21.517508590000002,8.0,0.375898968,89.48958379,44,0
0.0,0.00075,0.054772255760000006,10638.29787,1877659.574,4,0
50.513160144,100.0,8.0,31.82022281,41108.19229,9,1
1.20102327735,0.01595233333,0.2526050936,2.911592408,35.667007,24,1
55.67453192000001,100.0,8.0,0.14258394,121.3593024,14,1
50.0,100.0,8.0,1696.010338,1606929.414,21,0
0.0,0.0,0.0,0.060519715,2.904946299,4,0
0.0,0.0005333333333,0.04618802154,40816.32653,163265.3061,2,1
0.0,0.0,0.0,92.171562,553.029372,3,0
0.0,0.0005333333333,0.04618802154,33333.33333,133333.3333,2,1
42.343460534925,28.3159064327485,8.0,32.4797182204,11443.687386321,18,0
0.0,0.0,0.0,666666.6667,4000000.0,2,0
57.855995585,100.0,8.0,0.151598103,142.7237832,13,1
0.0,0.0,0.0,666666.6667,0.0,2,0
0.0,0.0005333333333,0.04618802154,20833.33333,83333.33333,2,1
0.0,0.20172,0.8982649944000001,127.579498,15181.96026,4,0
0.0,0.31212,1.11735401731,129.832191892,10516.4075432503,4,0
0.0,0.0012,0.0692820323,32786.88525,98360.65574,2,1
60.796450035,100.0,8.0,3551.696922,4723362.273,9,1
50.513160144,100.0,8.0,165.9965325,214449.076,9,1
57.28648149000001,100.0,8.0,0.167962094,144.1354715,14,1
30.310361939999996,12.2665939,7.00473951,0.344130405,47.35234369,40,0
57.022855545000006,100.0,8.0,0.111537144,120.9062636,11,1
0.0,0.0,0.0,64516.12903,0.0,2,1
0.0,0.0,0.0,28985.50725,0.0,2,0
0.0,0.0,0.0,9852.216749,0.0,2,1
55.388343075,100.0,8.0,0.175161411,139.3584188,15,1
55.15,100.0,8.0,0.152439364,120.975879,15,1
0.0,0.0012,0.0692820323,33898.30508,101694.9153,2,1
0.0,2.30187,3.034382968,92.74932177,15628.26072,4,0
0.0,0.0,0.0,1.976311925,11.85787155,4,1
56.116666665000004,100.0,8.0,0.177126711,141.2526481,15,1
0.0,0.0012,0.0692820323,58823.52941,176470.5882,2,1
50.513160144,100.0,8.0,13.08495187,16904.30393,9,1
56.256090365,100.0,8.0,0.142419847,121.2908455,14,1
0.0,0.0,0.0,0.426558924,2.559353541,5,1
55.990736895,100.0,8.0,0.127971783,138.5818067,11,1
0.0,0.32448,1.1392629196100001,127.3114994112,10948.7889493619,4,0
